"straatnaam";"huisnummer";"postcode";"type_papiermand";"opmerking";"datum_uitvoering";"uniek_nummer_papiermand";"opdracht_aan";"dc_cc";"hokje";"fase";"historiek_type";"sector";"ledigen";"point_lng";"point_lat"
"CATERSHOFLAAN";"12";"2170";"03";" ";"";"";"vervangen";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4490316480000729";"51.252091799000027"
"MELGESDREEF";"116";"2170";"05";" ";"2009-11-27T00:00:00";"1212";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4553183240000749";"51.256005670000036"
"BREDABAAN";"894";"2170";"05";" ";"2009-11-27T00:00:00";"1172";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4599124020000431";"51.255571021000037"
"SCHRIEK";"269";"2180";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.438342017000025";"51.290624956000045"
"STATIESTRAAT";"";"2180";"05";" ";"2009-09-15T00:00:00";"0747";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4341294970000718";"51.281925483000066"
"DORPSTRAAT";"27";"2180";"05";" ";"2009-09-14T00:00:00";"0676";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4188400580000575";"51.27921189500006"
"BILDERDIJKSTRAAT";" ";"2030";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4144788920000337";"51.284221049000053"
"BREDABAAN";"1";"2170";"05";" ";"2009-11-27T00:00:00";"1008";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4406969890000596";"51.242257678000044"
"BREDABAAN";"412";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4437445960000446";"51.24376045200006"
"BREDABAAN";"425";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4442212920000657";"51.243864920000078"
"BREDABAAN";"556";"2170";"05";" ";"2009-11-27T00:00:00";"1168";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4480293890000553";"51.24574493800003"
"BREDABAAN";"39";"2170";"05";"prioriteit";"2009-07-28T00:00:00";"0231";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.4548434780000434";"51.249144621000028"
"BREDABAAN";"33";"2170";"05";"prioriteit";"2009-07-28T00:00:00";"0219";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.454617014000064";"51.249034664000078"
"BREDABAAN";"21";"2170";"05";"prioriteit";"2009-07-28T00:00:00";"0250";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.4544617200000403";"51.248926981000068"
"KAPELSESTEENWEG";"463";"2180";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4491944400000421";"51.285002089000045"
"HOF TER HEYDE";"173";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.462323427000058";"51.252419518000067"
"HOF TER HEYDE";"62";"2170";"04";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4630745070000444";"51.251008174000049"
"OUDEBAREELLEI";"9";"2170";"05";"prioriteit";"2009-07-28T00:00:00";"0273";"vervangen";"nvt";"neen";"fase I";"03";"noord";"stadsreiniging";"4.4543887040000527";"51.247827423000047"
"DEURNSEBAAN";"73";"2170";"05";" ";"2009-11-27T00:00:00";"1252";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"noord";"stadsreiniging";"4.4505866940000374";"51.242308596000044"
"DEURNSEBAAN";"62";"2170";"05";" ";"2009-11-27T00:00:00";"1148";"vervangen";"nvt";"neen";"fase II";"04";"noord";"stadsreiniging";"4.4499878630000467";"51.243633814000077"
"BORREWATERSTRAAT";"129";"2170";"05";" ";"2009-11-27T00:00:00";"1225";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4455915850000451";"51.239383953000072"
"BORREWATERSTRAAT";"135";"2170";"05";" ";"2009-11-27T00:00:00";"1241";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4456822690000308";"51.239257085000077"
"BORREWATERSTRAAT";"141";"2170";"05";" ";"2009-11-27T00:00:00";"1151";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4457728980000297";"51.239089006000029"
"FRANS DE L'ARBRELAAN";"71";"2170";"05";" ";"2009-11-27T00:00:00";"1216";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4414158940000448";"51.238397533000068"
"BORREWATERSTRAAT";"70";"2170";"05";" ";"2009-11-27T00:00:00";"1229";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4446415940000747";"51.240595601000052"
"BURGEMEESTER JOZEF NOLFPLEIN";"1";"2170";"05";" ";"2009-07-28T00:00:00";"0395";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4408367590000353";"51.242099118000056"
"BREDABAAN";"";"2170";"05";" ";"2009-11-27T00:00:00";"1059";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.439832134000028";"51.241321456000037"
"CAMPINIASTRAAT";"40";"2170";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4343076970000652";"51.240181840000048"
"TAXANDRIASTRAAT";"49";"2170";"05";" ";"2009-07-28T00:00:00";"0341";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4338496200000463";"51.239464038000051"
"TAXANDRIASTRAAT";" ";"2170";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4344786810000301";"51.239672131000077"
"WINTERLING";"64";"2170";"05";" ";"2009-07-28T00:00:00";"0339";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4292249360000255";"51.240564234000033"
"WINTERLING";"54";"2170";"05";" ";"2009-07-28T00:00:00";"0332";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.429455062000045";"51.240811391000079"
"LAARSEBAAN";"13";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4328378940000448";"51.247294238000052"
"MARKT";"3";"2180";"05";" ";"2009-09-14T00:00:00";"0681";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4183768820000751";"51.277699166000048"
"SCHEPELSTRAAT";"4";"2030";"05";" ";"2009-07-10T00:00:00";"0196";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4140395450000369";"51.28447441000003"
"SCHEPELSTRAAT";"14";"2030";"05";" ";"2009-07-10T00:00:00";"0200";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4140938470000606";"51.28479804400007"
"TWEEKRONENSTRAAT";"44";"2030";"05";" ";"2009-07-10T00:00:00";"0176";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.410843304000025";"51.284517203000064"
"SUCCESSIESTRAAT";"24";"2030";"05";" ";"2009-07-10T00:00:00";"0354";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4126496150000207";"51.284471299000074"
"GROOT HAGELKRUISPARK";" ";"2180";"05";"prioriteit";"2009-06-23T00:00:00";"0148";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4140262970000208";"51.277430565000031"
"GROOT HAGELKRUISPARK";" ";"2180";"05";"prioriteit";"2009-06-23T00:00:00";"0108";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4141715740000222";"51.277866624000069"
"GROOT HAGELKRUISPARK";" ";"2180";"05";"prioriteit";"2009-06-23T00:00:00";"0141";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4145527510000306";"51.278142420000052"
"GROOT HAGELKRUISPARK";" ";"2180";"05";"prioriteit";"2009-06-23T00:00:00";"0139";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.4146461670000576";"51.278177976000052"
"EKERSEVELDSLAGSTRAAT";" ";"2030";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4087561170000527";"51.28121038200004"
"DRAGONDERSSTRAAT";"5";"2030";"05";" ";"2009-07-10T00:00:00";"0198";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4079544730000748";"51.278663901000073"
"MARKT";"20";"2180";"05";" ";"2009-10-29T00:00:00";"0717";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4181020650000278";"51.277782047000073"
"DORPSTRAAT";"29";"2180";"05";" ";"2009-09-14T00:00:00";"0714";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"noord";"stadsreiniging";"4.4190383260000203";"51.279195504000029"
"BREDABAAN";"497";"2170";"05";" ";"2009-11-27T00:00:00";"1053";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4473967960000209";"51.245188774000042"
"GROENENDAALLAAN";"164";"2170";"01";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4296454020000624";"51.243414041000051"
"GROENENDAALLAAN";"160";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4298511750000671";"51.243418615000053"
"GROENENDAALLAAN";"15";"2170";"05";" ";"2009-11-27T00:00:00";"1185";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4357227050000461";"51.240785749000054"
"INGENIEUR MENNESLAAN";" ";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4337516980000373";"51.23986117000004"
"INGENIEUR MENNESLAAN";" ";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4317601240000499";"51.238616369000056"
"GROENENDAALLAAN";"4";"2170";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4369921260000638";"51.240261134000036"
"BREDABAAN";"263";"2170";"05";" ";"2009-11-27T00:00:00";"0842";"vervangen";"nvt";"neen";"fase II";"03";"noord";"stadsreiniging";"4.4378854150000393";"51.239832626000066"
"MINISTER DELBEKELAAN";"52";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4396691910000641";"51.238834519000079"
"MINISTER DELBEKELAAN";"47";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4396898450000322";"51.239134088000071"
"FRANS DE L'ARBRELAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4407059520000303";"51.238155451000068"
"FRANS DE L'ARBRELAAN";"14";"2170";"05";" ";"2009-11-27T00:00:00";"1218";"vervangen";"nvt";"neen";"fase II";"03";"noord";"stadsreiniging";"4.4396693700000469";"51.240586058000076"
"FRANS DE L'ARBRELAAN";"1";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4397608780000724";"51.24096959700006"
"FRANS DE L'ARBRELAAN";"4";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4397051320000287";"51.240849170000047"
"BREDABAAN";"328";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4402093640000544";"51.241942578000078"
"BREDABAAN";"330";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4402700470000696";"51.241985344000057"
"BREDABAAN";"374";"2170";"05";" ";"2009-11-27T00:00:00";"0937";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4417707610000434";"51.242677923000031"
"BREDABAAN";"387";"2170";"05";" ";"2009-11-27T00:00:00";"0903";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.442768453000042";"51.243167767000045"
"BREDABAAN";"401";"2170";"05";" ";"2009-11-27T00:00:00";"0886";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4434341310000605";"51.243452747000049"
"BREDABAAN";"433";"2170";"05";" ";"2009-11-27T00:00:00";"1047";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.444861999000068";"51.244063675000064"
"BREDABAAN";"453";"2170";"05";" ";"2009-11-27T00:00:00";"1205";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.445733930000074";"51.244457796000063"
"BREDABAAN";"475";"2170";"05";" ";"2009-11-27T00:00:00";"1035";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4465755380000473";"51.244831322000039"
"BREDABAAN";"525";"2170";"05";" ";"2009-11-27T00:00:00";"0897";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4487238640000442";"51.245792020000067"
"BREDABAAN";"547";"2170";"05";" ";"2009-11-27T00:00:00";"1219";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4496235300000535";"51.246162877000074"
"BREDABAAN";"";"2170";"05";" ";"2009-11-27T00:00:00";"0901";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4501085580000677";"51.246382132000065"
"BREDABAAN";"561";"2170";"05";" ";"2009-11-27T00:00:00";"1209";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4507677240000589";"51.246706543000073"
"SCHOONBROEK";" ";"2030";"05";" ";"2009-07-10T00:00:00";"0228";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.4070294060000492";"51.277822694000065"
"SCHOONBROEK";"226";"2030";"05";" ";"2009-07-10T00:00:00";"0178";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4069965230000321";"51.277746350000029"
"HANDBOOGSTRAAT";"4";"2030";"05";" ";"2009-07-10T00:00:00";"0269";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.4077107260000616";"51.276419272000055"
"THOMAS GRESHAMSTRAAT";"9";"2030";"05";" ";"2009-10-23T00:00:00";"0965";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"noord";"stadsreiniging";"4.4067081150000718";"51.272658791000026"
"HERMAN VOSSTRAAT";"3";"2030";"05";" ";"2010-04-23T00:00:00";"1249";"vervangen";"nvt";"neen";"fase III";"";"noord";"stadsreiniging";"4.411875933000033";"51.271625801000027"
"BREDABAAN";"614";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4503089030000638";"51.246651632000066"
"BREDABAAN";"626";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4507512100000213";"51.246833614000082"
"BREDABAAN";"664";"2170";"05";" ";"2009-11-27T00:00:00";"1182";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4525199490000205";"51.247817366000049"
"DOKTER MAURICE TIMMERMANSLAAN";"9";"2170";"05";" ";"2009-11-27T00:00:00";"0918";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4518592080000303";"51.248070024000071"
"SINT-LUTGARDISSTRAAT";"5";"2170";"05";" ";"2009-11-27T00:00:00";"1014";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4516105650000668";"51.248598813000058"
"BREDABAAN";"632";"2170";"05";" ";"2009-11-27T00:00:00";"1250";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4509865550000427";"51.247099745000071"
"VAN DER DELFTSTRAAT";"2";"2100";"05";" ";"2009-08-07T00:00:00";"0268";"vervangen";"nvt";"neen";"fase I";"01";"noord";"stadsreiniging";"4.4430411280000612";"51.230806192000045"
"TWEEMONTSTRAAT";"431";"2100";"05";" ";"2009-08-07T00:00:00";"0473";"vervangen";"nvt";"neen";"fase I";"01";"noord";"stadsreiniging";"4.4430577310000672";"51.231121834000078"
"TWEEMONTSTRAAT";"421";"2100";"05";" ";"2009-08-07T00:00:00";"0611";"vervangen";"nvt";"neen";"fase I";"01";"noord";"stadsreiniging";"4.443089986000075";"51.231351440000026"
"BISSCHOPPENHOFLAAN";"68";"2100";"05";" ";"2012-03-13T00:00:00";"9117";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4462237060000689";"51.230160557000033"
"VAN DEYNSESTRAAT";"131";"2100";"05";" ";"2009-08-07T00:00:00";"0647";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4509728210000503";"51.230266679000067"
"VAN DEYNSESTRAAT";"134";"2100";"05";" ";"2009-08-07T00:00:00";"0569";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4512152250000554";"51.230291864000037"
"BISSCHOPPENHOFLAAN";"154";"2100";"05";" ";"2012-03-13T00:00:00";"9141";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4507802010000432";"51.231262258000072"
"BISSCHOPPENHOFLAAN";"266";"2100";"05";" ";"2012-03-13T00:00:00";"9306";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4558439720000251";"51.23214624700006"
"CONFORTALEI";"237";"2100";"05";" ";"2012-03-14T00:00:00";"9113";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4561672000000385";"51.230850970000063"
"CONFORTALEI";"179";"2100";"05";" ";"2009-09-24T00:00:00";"0691";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4565436810000278";"51.229684042000031"
"CONFORTALEI";"173";"2100";"05";" ";"2009-09-24T00:00:00";"0731";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4566415280000342";"51.229360602000042"
"CONFORTALEI";"132";"2100";"05";" ";"2012-03-14T00:00:00";"9140";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4573335440000506";"51.228187095000067"
"CONFORTALEI";"57";"2100";"05";"1656?";"2009-09-24T00:00:00";"0664";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4577443780000294";"51.227044449000061"
"DE BISTHOVENLEI";"110";"2100";"05";" ";"2009-08-07T00:00:00";"0543";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4563149980000389";"51.227355829000032"
"DE MANSTRAAT";"97";"2100";"05";" ";"2009-08-07T00:00:00";"0558";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4562210020000634";"51.227174433000073"
"DE BISTHOVENLEI";"94";"2100";"05";" ";"2009-08-07T00:00:00";"0618";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.45649019800004";"51.227150726000048"
"CONFORTALEI";"12";"2100";"05";" ";"2012-03-14T00:00:00";"9030";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4584695820000206";"51.226242876000072"
"TEN EEKHOVELEI";" ";"2100";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"groenonderhoud";"4.4494715560000486";"51.224976962000028"
"DE GRYSPEERSTRAAT";"22";"2100";"05";" ";"2012-03-14T00:00:00";"9282";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4536591910000425";"51.226911431000076"
"WATERHOENLAAN";"8";"2050";"05";" ";"2009-08-28T00:00:00";"0576";"vervangen";"nvt";"neen";"fase I";"C";"midden";"stadsreiniging";"4.3821189410000443";"51.220936717000029"
"JOZEF NELLENSLEI";"13";"2100";"05";" ";"2009-09-24T00:00:00";"0752";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4517241570000579";"51.22621537200007"
"BREDABAAN";"523";"2170";"05";" ";"2009-11-27T00:00:00";"1084";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4485288090000381";"51.245682649000059"
"TURNHOUTSEBAAN";"22";"2100";"05";" ";"2009-09-24T00:00:00";"0820";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4569428980000225";"51.220337739000058"
"HOF TER LO";" ";"2140";"05";" ";"2009-08-07T00:00:00";"0367";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"midden";"stadsreiniging";"4.4483257990000311";"51.220813365000026"
"GROENINGERPLEIN";"1";"2060";"05";" ";"2010-08-09T00:00:00";"1950";"vervangen";"DC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4381588090000719";"51.220032693000064"
"VAN MONTFORTSTRAAT";"67-69";"2060";"05";" ";"2010-08-09T00:00:00";"1854";"vervangen";"DC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.437843828000041";"51.219950682000047"
"REUZENSTRAAT";"33";"2140";"05";" ";"2009-08-07T00:00:00";"0382";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"midden";"stadsreiniging";"4.4413052280000329";"51.215972197000042"
"DELAREYSTRAAT";"7";"2140";"05";" ";"2009-08-07T00:00:00";"0305";"vervangen";"nvt";"neen";"fase I";"C";"midden";"stadsreiniging";"4.4407984320000651";"51.215844104000041"
"MERTENSSTRAAT";"21";"2140";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"midden";"stadsreiniging";"4.4405066640000541";"51.216533471000048"
"FERDINAND BERCKMANSSTRAAT";"2";"2140";"05";" ";"2009-09-11T00:00:00";"0638";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"midden";"stadsreiniging";"4.4370246430000293";"51.217239220000067"
"FERDINAND BERCKMANSSTRAAT";"5";"2140";"05";" ";"2009-09-11T00:00:00";"0736";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4378228460000742";"51.217105171000071"
"OMMEGANCKSTRAAT";"33";"2018";"05";" ";"2009-11-02T00:00:00";"1269";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"midden";"stadsreiniging";"4.4245370560000765";"51.217558461000067"
"PROVINCIESTRAAT";"81";"2018";"05";"vroeger 1975";"2012-04-13T00:00:00";"9333";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4257531250000284";"51.215392333000068"
"GRIFFIER SCHOBBENSLAAN";"45";"2140";"05";"prioriteit";"2009-07-01T00:00:00";"0153";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"zuid";"stadsreiniging";"4.4557212920000211";"51.214797200000078"
"LAKBORSLEI";"339";"2100";"05";" ";"2009-09-24T00:00:00";"0742";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4548505290000548";"51.228150045000064"
"COGELSPLEIN";"13";"2100";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4547958680000761";"51.219847301000073"
"COGELSPLEIN";"24";"2100";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4549750210000525";"51.219815466000057"
"COGELSPLEIN";"38";"2100";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4556341680000742";"51.22000044300006"
"TURNHOUTSEBAAN";"50";"2100";"05";" ";"2009-09-24T00:00:00";"0806";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4582748050000305";"51.220329254000035"
"TURNHOUTSEBAAN";"79";"2100";"05";" ";"2009-09-24T00:00:00";"0805";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4593507140000384";"51.220520703000034"
"HOOFTVUNDERLEI";"";"2100";"05";" ";"2012-03-14T00:00:00";"9093";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4608131890000209";"51.218495350000069"
"HOOFTVUNDERLEI";"";"2100";"05";" ";"2012-03-14T00:00:00";"9091";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4607633780000242";"51.21882985700006"
"STERCKSHOFLEI";"";"2100";"05";" ";"2012-03-14T00:00:00";"9257";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4633688980000557";"51.214966195000045"
"STERCKSHOFLEI";"";"2100";"05";" ";"2012-03-14T00:00:00";"9073";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4632515300000364";"51.214861880000058"
"FRANK CRAEYBECKXLAAN";"31";"2100";"C";" ";"2012-03-14T00:00:00";"9014";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4594650650000744";"51.222191334000058"
"FRANK CRAEYBECKXLAAN";"33";"2100";"05";" ";"2012-03-14T00:00:00";"9124";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4589178160000529";"51.222450130000027"
"HALLERSHOFSTRAAT";"9";"2100";"05";" ";"2009-09-24T00:00:00";"0730";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4563137620000361";"51.221643698000037"
"BOSUIL";"";"2100";"05";" ";"2009-08-07T00:00:00";"0464";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4614393750000545";"51.228622187000042"
"BOSUIL";"";"2100";"05";" ";"2009-08-07T00:00:00";"0548";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4613626690000387";"51.229395787000044"
"BOSUIL";" ";"2100";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4629463920000489";"51.229778116000034"
"BOSUIL";" ";"2100";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4629933710000387";"51.229293030000065"
"BOSUIL";" ";"2100";"05";" ";"2009-08-07T00:00:00";"0547";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4641719280000416";"51.229079667000065"
"GALLIFORTLEI";" ";"2100";"05";" ";"2012-03-13T00:00:00";"9286";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4678060660000369";"51.229636184000071"
"GALLIFORTLEI";"278";"2100";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4678202020000413";"51.22916697900007"
"GALLIFORTLEI";"";"2100";"05";" ";"2012-03-13T00:00:00";"9288";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4675142650000339";"51.230130990000077"
"GALLIFORTLEI";" ";"2100";"C";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4675558930000534";"51.230709527000045"
"JAN WELTERSLAAN";" ";"2100";"C";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4689452060000576";"51.231038046000037"
"JAN WELTERSLAAN";" ";"2100";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4699083780000706";"51.229307852000034"
"TER HEYDELAAN";"274";"2100";"05";" ";"2012-03-15T00:00:00";"9064";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4695126950000486";"51.228468087000067"
"TER HEYDELAAN";"274";"2100";"05";" ";"2012-03-15T00:00:00";"9015";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4695604410000556";"51.228371349000042"
"TER HEYDELAAN";"197";"2100";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4646552250000582";"51.227181887000029"
